Customer_ID,Customer_Name,Gender,Date_of_Birth,Phone,Email,Address,City,State,Country
CUST000020,"Arjun Sharma",male,1967-11-04,9750268583,arjun_sharma20@example.com,"880, MG Road",Jodhpur,Rajasthan,India
CUST000021,"Riya Yadav",male,1961-11-24,8781382594,riya_yadav21@example.com,"377, Main Market",Bengaluru,Karnataka,India
CUST000022,"Komal Gupta",Unknown,1994-04-13,6665832792,komal_gupta22@example.com,"949, Station Road",Kota,Rajasthan,India
CUST000023,"Kavita Bansal",Unknown,1988-10-27,8450690317,kavita_bansal23@example.com,"125, Station Road",Delhi,Delhi,India
CUST000024,"Komal Tiwari",Unknown,1977-06-14,8091749753,komal_tiwari24@example.com,"796, Main Market",Jaipur,Rajasthan,India
CUST000025,"Rohit Agarwal",male,1973-01-09,7669324608,rohit_agarwal25@example.com,"41, MG Road",Lucknow,"Uttar Pradesh",India
CUST000026,"Arjun Jain",Male,1995-11-06,9375540473,arjun_jain26@example.com,"733, Station Road",Lucknow,"Uttar Pradesh",India
CUST000027,"Deepak Jain",Unknown,2001-01-27,9086612903,null,"795, Nehru Nagar",Lucknow,"Uttar Pradesh",India
CUST000028,"Kavita Sharma",Male,1989-09-16,6581764566,kavita_sharma28@example.com,"309, Civil Lines",Alwar,Rajasthan,India
CUST000029,"Vivek Joshi",FEMALE,1976-12-24,9399764931,vivek_joshi29@example.com,"262, Station Road",Ahmedabad,Gujarat,India
CUST000030,"Vivek Yadav",Unknown,1999-02-11,6125592004,vivek_yadav30@example.com,"775, Civil Lines",Kota,Rajasthan,India
CUST000031,"Nikhil Tiwari",Unknown,2004-03-22,6270714692,nikhil_tiwari31@example.com,"925, Main Market",Hyderabad,Telangana,India
CUST000032,"Neha Bansal",Unknown,1971-02-11,7872820235,neha_bansal32@example.com,"569, Station Road",Kolkata,"West Bengal",India
CUST000033,"Rahul Joshi",Unknown,1989-09-06,9632967557,rahul_joshi33@example.com,"568, Park Street",Delhi,Delhi,India
CUST000034,"Simran Rathore",male,1988-09-09,9731641283,simran_rathore34@example.com,"905, Civil Lines",Indore,"Madhya Pradesh",India
CUST000035,"Kavita Singh",Male,1961-01-07,6656863166,kavita_singh35@example.com,"889, Nehru Nagar",Alwar,Rajasthan,India
CUST000036,"Arjun Jain",Female,2002-09-09,6274648202,arjun_jain36@example.com,"492, Nehru Nagar",Udaipur,Rajasthan,India
CUST000037,"Neha Saini",Unknown,1957-06-09,6343428122,neha_saini37@example.com,"886, Civil Lines",Lucknow,"Uttar Pradesh",India
CUST000038,"Meena Singh",FEMALE,1973-03-13,7313425786,meena_singh38@example.com,"643, Station Road",Delhi,Delhi,India
CUST000039,"Anjali Yadav",Unknown,1969-12-01,9116087773,anjali_yadav39@example.com,"718, MG Road",Mumbai,Maharashtra,India
CUST000040,"Sneha Singh",male,1983-02-06,6832342064,sneha_singh40@example.com,"487, Main Market",Kota,Rajasthan,India
CUST000041,"Vivek Bansal",Other,1964-08-13,8033922916,vivek_bansal41@example.com,"923, MG Road",Alwar,Rajasthan,India
CUST000042,"Shreya Yadav",Male,2003-07-11,9943293931,shreya_yadav42@example.com,"356, MG Road",Lucknow,"Uttar Pradesh",India
CUST000043,"Nikhil Gupta",male,1962-11-13,8132459261,nikhil_gupta43@example.com,"341, Station Road",Surat,Gujarat,India
CUST000044,"Amit Mishra",Other,1964-09-15,6116247545,amit_mishra44@example.com,"908, Park Street",Chennai,"Tamil Nadu",India
CUST000045,"Vivek Mehta",FEMALE,1972-04-14,9511634413,vivek_mehta45@example.com,"348, Nehru Nagar",Kolkata,"West Bengal",India
CUST000046,"Simran Agarwal",FEMALE,1968-12-10,9366718046,simran_agarwal46@example.com,"420, Station Road",Jaipur,Rajasthan,India
CUST000047,"Rahul Yadav",Male,1982-06-26,8978846575,invalid-email,"613, MG Road",Udaipur,Rajasthan,India
CUST000048,"Shreya Bansal",Male,1990-08-23,9709371254,shreya_bansal48@example.com,Unknown,Udaipur,Rajasthan,India
CUST000049,"Shreya Tiwari",Other,2004-06-01,9541191334,shreya_tiwari49@example.com,"830, Civil Lines",Alwar,Rajasthan,India
CUST000050,"Deepak Yadav",Other,1986-01-13,8879049604,deepak_yadav50@example.com,"689, Park Street",Hyderabad,Telangana,India
CUST000051,"Nikhil Mehta",male,1958-08-21,6731365119,nikhil_mehta51@example.com,"852, MG Road",Indore,"Madhya Pradesh",India
CUST000052,"Meena Patel",Male,1991-07-05,9758278136,meena_patel52@example.com,"34, Station Road",Pune,Maharashtra,India
CUST000053,"Neha Bansal",Unknown,1965-12-16,9494176739,neha_bansal53@example.com,"255, Main Market",Delhi,Delhi,India
CUST000054,"Pawan Yadav",Male,1963-05-17,9287405654,pawan_yadav54@example.com,"558, MG Road",Hyderabad,Telangana,India
CUST000055,"Priya Sharma",Unknown,1964-09-27,9026844340,priya_sharma55@example.com,"58, Civil Lines",Jaipur,Rajasthan,India
CUST000056,"Komal Agarwal",Unknown,1994-06-22,8245753588,komal_agarwal56@example.com,"76, Civil Lines",Chandigarh,Chandigarh,India
CUST000057,"Priya Yadav",Unknown,1960-06-20,7584819143,priya_yadav57@example.com,"661, Nehru Nagar",Chennai,"Tamil Nadu",India
CUST000058,"Nikhil Mishra",FEMALE,1967-08-02,6781223997,nikhil_mishra58@example.com,"135, Nehru Nagar",Lucknow,"Uttar Pradesh",India
CUST000059,"Neha Yadav",Unknown,1963-12-23,7413404544,neha_yadav59@example.com,"7, Civil Lines",Alwar,Rajasthan,India
CUST000060,"Ankit Sharma",Male,1973-05-26,7178890346,ankit_sharma60@example.com,"635, Civil Lines",Chennai,"Tamil Nadu",India
CUST000061,"Pawan Mishra",Other,1998-12-15,8065183002,pawan_mishra61@example.com,"496, Nehru Nagar",Alwar,Rajasthan,India
CUST000062,"Pawan Joshi",male,1995-08-12,8636938464,pawan_joshi62@example.com,"778, Nehru Nagar",Kolkata,"West Bengal",India
CUST000063,"Deepak Singh",Male,1981-10-18,8873370458,deepak_singh63@example.com,"712, MG Road",ahmedabad,Gujarat,India
CUST000064,"Suresh Tiwari",Unknown,1953-01-24,7792251913,suresh_tiwari64@example.com,"239, MG Road",Jaipur,Rajasthan,India
CUST000065,"Kavita Jain",Female,1968-06-05,6207695765,kavita_jain65@example.com,Unknown,Chandigarh,Chandigarh,India
CUST000066,"Ankit Mishra",Unknown,1959-04-21,6033464234,ankit_mishra66@example.com,"136, Station Road",Alwar,Rajasthan,India
CUST000067,"Komal Mehta",FEMALE,1966-10-11,7501456858,komal_mehta67@example.com,"527, Nehru Nagar",Alwar,Rajasthan,India
CUST000068,"Kavita Joshi",Other,1981-01-02,6252451916,kavita_joshi68@example.com,"568, Nehru Nagar",Indore,"Madhya Pradesh",India
CUST000069,"Karan Tiwari",Male,1958-06-16,7524093845,karan_tiwari69@example.com,Unknown,Indore,"Madhya Pradesh",India
CUST000070,"Komal Sharma",FEMALE,1951-11-01,9011170152,komal_sharma70@example.com,"8, Nehru Nagar",Bengaluru,Karnataka,India
CUST000071,"Ankit Saini",Other,1965-08-28,8267778377,ankit_saini71@example.com,"824, Civil Lines",Jaipur,Rajasthan,India
CUST000072,"Manish Kumar",Male,1999-12-19,6269910499,manish_kumar72@example.com,"129, Main Market",Alwar,Rajasthan,India
CUST000073,"Amit Sharma",FEMALE,1984-02-22,7078118119,amit_sharma73@example.com,"372, Station Road",Chandigarh,Chandigarh,India
CUST000074,"Anjali Saini",male,null,7033982714,anjali_saini74@example.com,"398, MG Road",Chandigarh,Chandigarh,India
CUST000075,"Nikhil Saini",Male,1969-02-19,8232634334,nikhil_saini75@example.com,"48, Nehru Nagar",Indore,"Madhya Pradesh",India
CUST000076,"Nikhil Saini",Unknown,1967-01-11,12345,nikhil_saini76@example.com,"48, Main Market",Udaipur,Rajasthan,India
CUST000077,"Amit Choudhary",Female,1965-01-08,6839027079,amit_choudhary77@example.com,"723, MG Road",Bhopal,"Madhya Pradesh",India
CUST000078,"Ankit Bansal",FEMALE,null,7024891219,ankit_bansal78@example.com,"340, Nehru Nagar",Hyderabad,Telangana,India
CUST000079,"Rahul Gupta",Unknown,1965-12-12,6734668903,rahul_gupta79@example.com,"529, Civil Lines",Pune,Maharashtra,India
CUST000080,"Amit Tiwari",male,1975-06-04,7383499108,amit_tiwari80@example.com,"943, Main Market",Chandigarh,Chandigarh,India
CUST000081,"Karan Rathore",male,1995-02-21,6354662599,karan_rathore81@example.com,"808, Nehru Nagar",Lucknow,"Uttar Pradesh",India
CUST000082,"Komal Joshi",Other,1989-12-13,8488952611,komal_joshi82@example.com,"862, Civil Lines",Ahmedabad,Gujarat,India
CUST000083,"Simran Gupta",Female,1999-06-25,6916112632,null,"42, Station Road",Alwar,Rajasthan,India
CUST000084,"Simran Malhotra",Other,1957-04-23,6719340595,simran_malhotra84@example.com,"624, Park Street",Pune,Maharashtra,India
CUST000085,"Shreya Saini",FEMALE,1963-01-28,7624203396,shreya_saini85@example.com,"650, Civil Lines",Ahmedabad,Gujarat,India
CUST000086,"Kavita Tiwari",Unknown,1995-05-12,8700339199,kavita_tiwari86@example.com,"857, Station Road",Alwar,Rajasthan,India
CUST000087,"Deepak Verma",Female,1999-05-17,9382586555,deepak_verma87@example.com,"62, Main Market",Hyderabad,Telangana,India
CUST000088,"Vivek Verma",Female,1952-12-18,6390201944,vivek_verma88@example.com,"432, Park Street",Delhi,Delhi,India
CUST000089,"Nikhil Bansal",Female,1995-08-22,9234025953,nikhil_bansal89@example.com,"117, Civil Lines",Mumbai,Maharashtra,India
CUST000090,"Deepak Mehta",Other,1971-05-26,9586416677,deepak_mehta90@example.com,"460, Station Road",Bengaluru,Karnataka,India
CUST000091,"Komal Jain",Female,1953-06-11,9280728096,komal_jain91@example.com,"294, Main Market",Bhopal,"Madhya Pradesh",India
CUST000092,"Neha Yadav",Unknown,1981-02-17,8085317925,neha_yadav92@example.com,"480, Park Street",Lucknow,"Uttar Pradesh",India
CUST000093,"Neha Saini",Female,1961-03-06,6899864063,neha_saini93@example.com,"183, Main Market",Jaipur,Rajasthan,India
CUST000094,"Riya Gupta",Unknown,1971-10-26,7981250745,riya_gupta94@example.com,"839, Nehru Nagar",Pune,Maharashtra,India
CUST000095,"Karan Saini",Male,1989-05-18,6746047149,karan_saini95@example.com,"334, Civil Lines",Chandigarh,Chandigarh,India
CUST000096,"Vivek Yadav",male,2004-12-15,9860691341,vivek_yadav96@example.com,"267, Park Street",Kolkata,"West Bengal",India
CUST000097,"Amit Gupta",FEMALE,1995-07-01,9289678370,amit_gupta97@example.com,"949, Park Street",Pune,Maharashtra,India
CUST000098,"Riya Kumar",FEMALE,1958-06-01,7464053260,riya_kumar98@example.com,"237, Main Market",Mumbai,Maharashtra,India
CUST000099,"Pooja Mehta",Male,1976-10-13,7330673932,pooja_mehta99@example.com,"314, Park Street",Delhi,Delhi,India
CUST000100,"Komal Singh",Female,1985-03-21,9546176950,komal_singh100@example.com,"675, MG Road",Ahmedabad,Gujarat,India
CUST000101,"Riya Agarwal",Unknown,1985-12-28,null,riya_agarwal101@example.com,"809, Park Street",Delhi,Delhi,India
CUST000102,"Amit Rathore",Other,1954-05-25,6296984081,amit_rathore102@example.com,"882, Civil Lines",Kolkata,"West Bengal",India
CUST000103,"Amit Patel",FEMALE,2005-09-13,9926285332,amit_patel103@example.com,"863, Nehru Nagar",Jaipur,Rajasthan,India
CUST000104,"Vikas Mishra",Female,1997-02-23,8039036207,vikas_mishra104@example.com,"500, Park Street",Bengaluru,Karnataka,India
CUST000105,"Meena Tiwari",Male,2003-03-24,9431471176,meena_tiwari105@example.com,"414, MG Road",Ahmedabad,Gujarat,India
CUST000106,"Riya Saini",Female,2000-08-06,7756627447,riya_saini106@example.com,"66, Park Street",Jaipur,Rajasthan,India
CUST000107,"Meena Malhotra",Other,1978-07-25,9950056075,meena_malhotra107@example.com,"227, Station Road",Chandigarh,Chandigarh,India
CUST000108,"Arjun Singh",Unknown,2004-11-05,7064462253,arjun_singh108@example.com,"280, Park Street",Bengaluru,Karnataka,India
CUST000109,"Anjali Singh",Unknown,2005-10-14,6927815574,anjali_singh109@example.com,"749, MG Road",Indore,"Madhya Pradesh",India
CUST000110,"Kavita Choudhary",Other,1986-11-08,7618699195,kavita_choudhary110@example.com,"328, Station Road",Udaipur,Rajasthan,India
CUST000111,"Pawan Agarwal",Unknown,1959-06-06,9015102694,pawan_agarwal111@example.com,"177, Main Market",Ahmedabad,Gujarat,India
CUST000112,"Simran Sharma",FEMALE,1996-05-21,8871418068,simran_sharma112@example.com,"171, Main Market",kota,Rajasthan,India
CUST000113,"Komal Saini",Other,1968-11-24,6247303711,komal_saini113@example.com,"353, Station Road",Indore,"Madhya Pradesh",India
CUST000114,"Pawan Gupta",male,1976-04-17,7682861575,pawan_gupta114@example.com,"973, Park Street",Mumbai,Maharashtra,India
CUST000115,"Arjun Singh",male,1971-02-28,8733102317,arjun_singh115@example.com,"25, Civil Lines",Jodhpur,Rajasthan,India
CUST000116,"Ankit Jain",Other,1997-04-07,8852437153,ankit_jain116@example.com,Unknown,Udaipur,Rajasthan,India
CUST000117,"Amit Gupta",FEMALE,2003-04-19,9732288537,amit_gupta117@example.com,"931, Main Market",Bengaluru,Karnataka,India
CUST000118,"Neha Malhotra",Female,1985-04-02,7505586096,neha_malhotra118@example.com,"586, Park Street",Bengaluru,Karnataka,India
CUST000119,"Manish Mehta",Unknown,1977-05-14,6977799178,manish_mehta119@example.com,"532, Main Market",Jodhpur,Rajasthan,India
CUST000120,"Vikas Mehta",Male,1994-08-24,7574619465,vikas_mehta120@example.com,"121, Nehru Nagar",Surat,Gujarat,India
CUST000121,"Amit Mehta",FEMALE,1990-08-26,6044290250,amit_mehta121@example.com,"646, Main Market",Udaipur,Rajasthan,India
CUST000122,"Kavita Rathore",Male,1987-03-19,8523521729,kavita_rathore122@example.com,"451, MG Road",Indore,"Madhya Pradesh",India
CUST000123,"Deepak Jain",FEMALE,2004-11-12,6936535773,deepak_jain123@example.com,"988, Station Road",Chandigarh,Chandigarh,India
CUST000124,"Nikhil Malhotra",Unknown,1960-09-20,7833630630,nikhil_malhotra124@example.com,"373, Civil Lines",Udaipur,Rajasthan,India
CUST000125,"Vivek Malhotra",Unknown,1986-01-19,8147457821,vivek_malhotra125@example.com,"541, Nehru Nagar",Lucknow,"Uttar Pradesh",India
CUST000126,"Neha Verma",Male,1988-12-18,9609029117,neha_verma126@example.com,"681, MG Road",Delhi,Delhi,India
CUST000127,"Karan Choudhary",Unknown,2004-08-26,9893244510,karan_choudhary127@example.com,"777, Station Road",Indore,"Madhya Pradesh",India
CUST000128,"Pawan Malhotra",Female,1997-08-17,9894584229,pawan_malhotra128@example.com,"416, Station Road",Lucknow,"Uttar Pradesh",India
CUST000129,"Ankit Sharma",Unknown,1973-01-27,9523332129,ankit_sharma129@example.com,"373, Station Road",Bengaluru,Karnataka,India
CUST000130,"Sneha Tiwari",male,1977-09-23,7356979475,sneha_tiwari130@example.com,"639, Nehru Nagar",Chennai,"Tamil Nadu",India
CUST000131,"Simran Singh",Unknown,1958-12-06,7684326420,simran_singh131@example.com,"240, Main Market",Indore,"Madhya Pradesh",India
CUST000132,"Kavita Mishra",male,null,6854535943,kavita_mishra132@example.com,"337, MG Road",Udaipur,Rajasthan,India
CUST000133,"Suresh Patel",Male,1971-06-04,6466196428,suresh_patel133@example.com,"718, MG Road",Surat,Gujarat,India
CUST000134,"Karan Yadav",FEMALE,1972-05-09,7833664217,karan_yadav134@example.com,"736, Civil Lines",Pune,Maharashtra,India
CUST000135,"Neha Jain",Female,1974-02-18,8171479842,neha_jain135@example.com,"969, Main Market",Kota,Rajasthan,India
CUST000136,"Arjun Mishra",FEMALE,1985-09-16,6532436550,arjun_mishra136@example.com,"811, Station Road",Lucknow,"Uttar Pradesh",India
CUST000137,"Simran Agarwal",Unknown,1954-07-01,7308851473,simran_agarwal137@example.com,"679, Main Market",Jaipur,Rajasthan,India
CUST000138,"Priya Yadav",FEMALE,1994-05-05,9101720243,priya_yadav138@example.com,"53, MG Road",mumbai,Maharashtra,India
CUST000139,"Ankit Sharma",FEMALE,1955-03-10,9595684718,ankit_sharma139@example.com,"35, MG Road",Bengaluru,Karnataka,India
CUST000140,"Anjali Saini",Female,2005-10-13,7722757201,anjali_saini140@example.com,"866, Nehru Nagar",Kota,Rajasthan,India
CUST000141,"Pooja Yadav",Other,1954-08-22,8127672526,pooja_yadav141@example.com,"499, Station Road",Udaipur,Rajasthan,India
CUST000142,"Sneha Sharma",Unknown,2001-11-03,8479432951,sneha_sharma142@example.com,"516, Main Market",Lucknow,"Uttar Pradesh",India
CUST000143,"Ankit Patel",Unknown,1959-08-07,6891937289,ankit_patel143@example.com,"390, Main Market",Kota,Rajasthan,India
CUST000144,"Neha Rathore",Female,1953-11-23,8972722076,neha_rathore144@example.com,"162, MG Road",Jodhpur,Rajasthan,India
CUST000145,"Riya Joshi",male,2002-10-22,7057019637,riya_joshi145@example.com,"634, Station Road",hyderabad,Telangana,India
CUST000146,"Pawan Patel",Unknown,null,8381121973,pawan_patel146@example.com,"52, MG Road",Kolkata,"West Bengal",India
CUST000147,"Komal Rathore",Unknown,1984-10-14,7919362915,komal_rathore147@example.com,"710, MG Road",Indore,"Madhya Pradesh",India
CUST000148,"Deepak Agarwal",FEMALE,1962-11-12,7509549226,deepak_agarwal148@example.com,"7, Civil Lines",Hyderabad,Telangana,India
CUST000149,"Simran Mishra",male,1964-01-21,9473520938,simran_mishra149@example.com,Unknown,Bhopal,"Madhya Pradesh",India
CUST000150,"Arjun Rathore",FEMALE,1980-07-07,6328064965,arjun_rathore150@example.com,"323, Station Road",Indore,"Madhya Pradesh",India
CUST000151,"Neha Mishra",Other,1992-03-02,9477505564,neha_mishra151@example.com,"212, Civil Lines",Pune,Maharashtra,India
CUST000152,"Shreya Kumar",Unknown,1958-12-07,7603610826,shreya_kumar152@example.com,"296, Main Market",Udaipur,Rajasthan,India
CUST000153,"Ankit Patel",Male,2006-05-03,7719570528,ankit_patel153@example.com,"978, MG Road",Jodhpur,Rajasthan,India
CUST000154,"Rahul Choudhary",Unknown,1963-09-28,6577145819,rahul_choudhary154@example.com,"163, Civil Lines",Surat,Gujarat,India
CUST000155,"Neha Sharma",Female,1960-06-01,8620885307,invalid-email,"15, Main Market",bengaluru,Karnataka,India
CUST000156,"Simran Kumar",Unknown,1999-07-23,6922473523,simran_kumar156@example.com,"263, Nehru Nagar",Kota,Rajasthan,India
CUST000157,"Nikhil Agarwal",FEMALE,1992-05-15,8672592459,nikhil_agarwal157@example.com,Unknown,Alwar,Rajasthan,India
CUST000158,"Riya Singh",male,1960-01-26,6210148678,riya_singh158@example.com,"809, Main Market",Jaipur,Rajasthan,India
CUST000159,"Vivek Rathore",Other,2006-05-06,8650498015,vivek_rathore159@example.com,"865, Nehru Nagar",Alwar,Rajasthan,India
CUST000160,"Deepak Jain",Other,2004-05-23,7926565270,deepak_jain160@example.com,"854, MG Road",Ahmedabad,Gujarat,India
CUST000161,"Priya Rathore",FEMALE,1954-02-19,6645980091,priya_rathore161@example.com,"522, MG Road",Hyderabad,Telangana,India
CUST000162,"Arjun Rathore",Unknown,1957-09-28,8082349204,arjun_rathore162@example.com,"530, MG Road",Chennai,"Tamil Nadu",India
CUST000163,"Rahul Jain",male,1968-11-15,9953124309,rahul_jain163@example.com,"206, Station Road",udaipur,Rajasthan,India
CUST000164,"Kavita Singh",Male,1975-09-17,9891982153,kavita_singh164@example.com,"209, Civil Lines",Chennai,"Tamil Nadu",India
CUST000165,"Pooja Kumar",Male,1960-08-05,8868185367,pooja_kumar165@example.com,"342, MG Road",Bhopal,"Madhya Pradesh",India
CUST000166,"Rohit Choudhary",male,1956-06-14,6728602119,rohit_choudhary166@example.com,"923, Civil Lines",Surat,Gujarat,India
CUST000167,"Vikas Agarwal",Male,1973-02-05,7190544170,vikas_agarwal167@example.com,"939, MG Road",Pune,Maharashtra,India
CUST000168,"Riya Saini",Male,1976-10-11,6138839453,riya_saini168@example.com,"898, MG Road",Chennai,"Tamil Nadu",India
CUST000169,"Sneha Gupta",FEMALE,1980-11-02,9356392408,sneha_gupta169@example.com,"65, Civil Lines",udaipur,Rajasthan,India
CUST000170,"Priya Mehta",Other,1964-02-06,null,priya_mehta170@example.com,"72, Station Road",Bengaluru,Karnataka,India
CUST000171,"Meena Rathore",Female,1973-08-25,8632149641,meena_rathore171@example.com,"100, MG Road",Chennai,"Tamil Nadu",India
CUST000172,"Riya Agarwal",Male,1991-08-04,7491759246,riya_agarwal172@example.com,"751, Station Road",Lucknow,"Uttar Pradesh",India
CUST000173,"Ankit Yadav",male,1995-10-02,9108570335,ankit_yadav173@example.com,"740, MG Road",Hyderabad,Telangana,India
CUST000174,"Amit Sharma",Other,null,6193856926,amit_sharma174@example.com,"385, MG Road",Surat,Gujarat,India
CUST000175,"Priya Kumar",Female,1989-07-08,7009215722,priya_kumar175@example.com,"198, Nehru Nagar",Lucknow,"Uttar Pradesh",India
CUST000176,"Nikhil Yadav",Male,1961-10-15,9326955822,nikhil_yadav176@example.com,"339, MG Road",Hyderabad,Telangana,India
CUST000177,"Sneha Joshi",Male,1981-08-11,6943928464,sneha_joshi177@example.com,"587, MG Road",Alwar,Rajasthan,India
CUST000178,"Sneha Singh",Unknown,null,7153738896,sneha_singh178@example.com,"805, Park Street",Pune,Maharashtra,India
CUST000179,"Pawan Verma",Male,1983-08-07,6657912740,pawan_verma179@example.com,"104, Main Market",Pune,Maharashtra,India
CUST000180,"Manish Agarwal",Other,1953-05-19,9606448822,manish_agarwal180@example.com,"862, Park Street",Ahmedabad,Gujarat,India
CUST000181,"Shreya Mishra",Male,1962-09-08,8907034070,shreya_mishra181@example.com,"631, Civil Lines",Indore,"Madhya Pradesh",India
CUST000182,"Priya Choudhary",Other,1988-03-23,7441320335,priya_choudhary182@example.com,"532, Station Road",Ahmedabad,Gujarat,India
CUST000183,"Vikas Verma",Unknown,1980-04-03,null,vikas_verma183@example.com,"465, MG Road",Mumbai,Maharashtra,India
CUST000184,"Priya Rathore",Unknown,1951-06-21,9679798599,priya_rathore184@example.com,"778, Station Road",Jodhpur,Rajasthan,India
CUST000185,"Deepak Gupta",male,1982-03-09,9052741190,deepak_gupta185@example.com,"388, MG Road",Mumbai,Maharashtra,India
CUST000186,"Neha Patel",Unknown,1988-04-16,8470457794,neha_patel186@example.com,"479, Main Market",Lucknow,"Uttar Pradesh",India
CUST000187,"Pawan Choudhary",Other,null,6927737179,pawan_choudhary187@example.com,"249, Station Road",Indore,"Madhya Pradesh",India
CUST000188,"Komal Bansal",Male,1974-01-25,7354157753,komal_bansal188@example.com,"267, Main Market",Ahmedabad,Gujarat,India
CUST000189,"Amit Mishra",Female,1959-01-14,8707990634,amit_mishra189@example.com,"398, Civil Lines",Hyderabad,Telangana,India
CUST000190,"Rahul Rathore",male,1976-09-11,8099788635,rahul_rathore190@example.com,"881, MG Road",Chandigarh,Chandigarh,India
CUST000191,"Simran Patel",Unknown,1977-08-21,9683174335,simran_patel191@example.com,"903, Nehru Nagar",Ahmedabad,Gujarat,India
CUST000192,"Neha Malhotra",FEMALE,1982-06-14,8355307379,neha_malhotra192@example.com,"535, Civil Lines",Mumbai,Maharashtra,India
CUST000193,"Deepak Verma",male,1962-09-14,7434204666,deepak_verma193@example.com,"671, Park Street",Chennai,"Tamil Nadu",India
CUST000194,"Amit Verma",Other,null,7466056436,amit_verma194@example.com,"51, Civil Lines",Bhopal,"Madhya Pradesh",India
CUST000195,"Neha Gupta",Female,2001-07-25,7054472964,neha_gupta195@example.com,"350, Main Market",Bengaluru,Karnataka,India
CUST000196,"Ankit Choudhary",FEMALE,1995-11-19,8567174977,ankit_choudhary196@example.com,"252, Civil Lines",Bengaluru,Karnataka,India
CUST000197,"Suresh Bansal",Unknown,1999-02-17,7773777673,suresh_bansal197@example.com,"927, Park Street",Ahmedabad,Gujarat,India
CUST000198,"Suresh Patel",FEMALE,1997-08-28,9253513499,suresh_patel198@example.com,"276, Park Street",Mumbai,Maharashtra,India
CUST000199,"Vikas Mishra",Other,1981-01-06,7212839868,vikas_mishra199@example.com,"340, Main Market",Kota,Rajasthan,India
CUST000200,"Neha Patel",Other,1978-02-08,9217216470,neha_patel200@example.com,"367, Park Street",Pune,Maharashtra,India
CUST000201,"Rohit Gupta",Male,1976-10-22,8927037993,rohit_gupta201@example.com,"212, Park Street",Chandigarh,Chandigarh,India
CUST000202,"Riya Gupta",Unknown,1950-01-05,9150011292,riya_gupta202@example.com,"147, Civil Lines",Chandigarh,Chandigarh,India
CUST000203,"Simran Rathore",FEMALE,1963-08-08,null,simran_rathore203@example.com,"481, Park Street",Hyderabad,Telangana,India
CUST000204,"Ankit Jain",Male,1976-10-03,9482226894,ankit_jain204@example.com,"526, Nehru Nagar",Kolkata,"West Bengal",India
CUST000205,"Rahul Singh",Other,1992-09-16,6998474734,rahul_singh205@example.com,"92, Civil Lines",Lucknow,"Uttar Pradesh",India
